0.000000	16.3
0.033351	16.3
0.066702	14.1
0.100052	14.6
0.133403	18.3
0.166754	17.6
0.200105	19.6
0.233456	22.6
0.266806	19.3
0.333508	17.8
0.400210	15.7
0.466911	16.9
0.500262	26.1
0.533613	36.3
0.566963	37.8
0.600314	38.3
0.633665	33.6
0.667016	35.0
0.700367	35.7
0.733717	28.8
0.767068	24.2
0.800419	19.7
0.833770	18.4
0.867121	18.5
0.900471	16.8
0.933822	16.6
0.967173	17.4
1.000524	19.3
1.033875	18.3
1.067225	19.7
1.100576	14.5
1.133927	21.1
1.167278	12.5
1.200629	17.0
1.300681	21.7
1.334032	29.0
1.367383	31.9
1.400733	17.3
1.434084	32.1
1.467435	30.2
1.500786	27.8
1.534137	28.2
1.567487	25.4
1.600838	27.2
1.634189	26.7
1.667540	25.9
1.700890	23.7
1.734241	23.4
1.767592	25.4
1.800943	19.7
1.834294	13.7
1.867644	14.9
1.900995	15.9
1.934346	28.0
1.967697	21.1
2.001048	35.1
2.034398	34.9
2.067749	27.8
2.101100	22.4
2.134451	24.6
2.167802	19.8
2.201152	18.8
2.234503	14.4
2.267854	12.1
2.301205	10.5
2.334556	11.0
2.367906	12.3
2.401257	13.8
2.434608	15.9
2.501310	14.7
2.534660	15.7
2.568011	13.6
2.601362	16.7
2.634713	15.0
2.668063	15.8
2.701414	15.5
2.734765	12.9
2.768116	14.3
2.801467	19.7
2.834817	25.8
2.868168	27.7
2.901519	29.8
2.934870	24.4
2.968221	27.7
3.001571	27.1
3.034922	24.0
3.068273	22.0
3.101624	25.9
3.134975	23.8
3.168325	26.4
3.201676	19.5
3.235027	19.0
3.268378	9.3
3.301729	1.8
3.335079	23.5
3.368430	13.0
3.401781	11.7
3.435132	15.0
3.468483	22.5
3.501833	23.5
3.535184	22.1
3.568535	7.7
3.635237	11.6
3.668587	8.5
3.701938	15.8
3.735289	18.2
3.768640	20.0
3.801990	26.0
3.835341	25.6
3.868692	28.7
3.902043	23.7
3.935394	20.8
3.968744	14.8
4.002095	12.8
4.035446	9.2
4.068797	10.1
4.102148	12.5
4.135498	14.4
4.168849	23.1
4.202200	20.2
4.235551	12.7
4.268902	13.6
4.302252	11.8
4.335603	11.7
4.368954	9.3
4.402305	14.0
4.435656	22.5
4.469006	34.4
4.502357	38.5
4.535708	41.6
4.569059	42.3
4.602410	41.4
4.635760	42.2
4.669111	41.9
4.702462	22.4
4.735813	7.8
4.769163	3.6
4.802514	9.1
4.835865	11.8
4.869216	10.3
4.902567	10.6
4.935917	13.1
4.969268	11.7
5.002619	13.5
5.035970	10.2
5.069321	13.1
5.102671	12.4
5.136022	11.0
5.169373	11.1
5.202724	12.4
5.236075	14.2
5.269425	12.1
5.302776	15.1
5.336127	19.8
5.369478	14.4
5.402829	18.7
5.436179	14.6
5.469530	18.1
5.502881	15.8
5.536232	16.5
5.569583	20.4
5.602933	16.1
5.636284	16.2
5.669635	21.6
5.702986	23.9
5.736337	11.2
5.769687	5.2
5.803038	12.4
5.836389	23.6
5.869740	29.5
5.903090	30.9
5.936441	30.7
5.969792	29.5
6.003143	28.2
6.036494	25.3
6.069844	26.5
6.103195	18.3
6.136546	13.9
6.169897	12.8
6.203248	14.6
6.236598	14.1
6.269949	16.2
6.303300	17.2
6.336651	14.9
6.370002	16.1
6.403352	12.7
6.436703	19.1
6.470054	19.5
6.503405	23.0
6.536756	17.9
6.570106	25.1
6.603457	18.4
6.636808	24.4
6.670159	18.8
6.703510	22.8
6.736860	27.5
6.770211	22.9
6.803562	4.3
6.836913	2.8
6.870263	9.7
6.903614	8.3
6.936965	10.8
6.970316	14.9
7.003667	14.7
7.037017	13.1
7.070368	14.5
7.103719	14.6
7.137070	14.6
7.170421	13.8
7.203771	14.2
7.237122	16.3
7.270473	18.2
7.303824	16.0
7.337175	21.1
7.370525	30.8
7.403876	24.6
7.437227	15.5
7.470578	10.3
7.503929	10.9
7.537279	11.8
7.570630	17.3
7.603981	28.3
7.637332	34.4
7.670683	31.9
7.704033	26.8
7.737384	18.5
7.770735	13.5
7.804086	12.7
7.870787	14.9
7.904138	16.3
7.937489	12.6
7.970840	22.5
8.004190	39.6
8.037541	43.3
8.070892	34.8
8.104243	33.7
8.137594	27.8
8.170944	17.6
8.204295	15.3
8.237646	13.9
8.270997	12.3
8.304348	11.5
8.337698	13.9
8.371049	12.0
8.404400	12.4
8.437751	13.7
8.471102	15.9
8.504452	12.6
8.537803	12.0
8.571154	11.5
8.604505	9.9
8.637856	10.9
8.671206	12.4
8.704557	16.9
8.737908	19.7
8.771259	15.8
8.804610	13.8
8.837960	16.2
8.871311	13.6
8.904662	14.1
8.938013	14.6
8.971363	12.8
9.004714	10.6
9.038065	11.3
9.071416	16.1
9.104767	16.9
9.138117	15.2
9.171468	17.9
9.204819	18.9
9.238170	26.0
9.271521	26.8
9.304871	22.2
9.338222	14.1
9.371573	13.0
9.404924	12.6
9.438275	16.3
9.471625	18.7
9.504976	11.6
9.538327	10.8
9.571678	11.4
9.605029	10.6
9.638379	13.1
9.671730	11.4
9.705081	11.5
9.738432	17.1
9.771783	19.7
9.805133	23.6
9.838484	22.4
9.871835	22.1
9.905186	15.4
9.938537	20.6
9.971887	22.5
10.005238	20.8
10.038589	19.1
10.071940	16.0
10.105290	15.3
10.138641	15.6
10.171992	16.5
10.205343	22.7
10.238694	23.6
10.272044	20.3
10.305395	15.2
10.338746	12.9
10.372097	12.6
10.405448	10.2
10.438798	13.6
10.472149	11.7
10.505500	10.4
10.538851	12.0
10.572202	22.3
10.605552	29.4
10.638903	16.1
10.672254	11.8
10.705605	11.2
10.738956	17.4
10.772306	17.0
10.805657	9.0
10.839008	4.2
10.872359	3.3
10.905710	17.3
10.939060	25.4
10.972411	32.1
11.005762	36.1
11.039113	31.5
11.072463	34.5
11.105814	31.1
11.139165	26.6
11.172516	19.4
11.205867	11.5
11.239217	11.7
11.272568	11.8
11.305919	11.6
11.339270	9.1
11.372621	11.3
11.405971	15.1
11.439322	15.5
11.472673	16.5
11.506024	17.7
11.539375	14.4
11.572725	12.5
11.606076	14.0
11.639427	12.6
11.672778	13.8
11.706129	10.8
11.739479	13.3
11.772830	16.5
11.806181	12.8
11.839532	10.2
11.872883	14.6
11.906233	10.2
11.939584	11.4
11.972935	12.6
12.006286	17.3
12.039637	30.2
12.072987	27.6
12.106338	15.0
12.139689	10.0
12.173040	11.0
12.206390	15.7
12.239741	18.8
12.273092	19.2
12.306443	20.6
12.339794	22.3
12.373144	25.5
12.406495	22.1
12.439846	9.7
12.506548	2.7
12.539898	6.0
12.573249	13.9
12.606600	12.3
12.639951	20.6
12.673302	23.3
12.706652	20.6
12.740003	21.6
12.773354	26.4
12.806705	31.8
12.840056	26.3
12.873406	29.6
12.906757	23.3
12.940108	22.3
12.973459	18.2
13.006810	15.9
13.040160	11.7
13.073511	16.0
13.106862	13.8
13.140213	12.8
13.173563	14.7
13.206914	10.4
13.240265	15.3
13.273616	14.2
13.306967	17.2
13.340317	17.0
13.373668	16.8
13.407019	19.7
13.440370	25.0
13.473721	23.6
13.507071	29.2
13.540422	20.1
13.573773	12.9
13.607124	11.3
13.640475	15.3
13.673825	13.7
